barcode_fieldsample;CORRECTED_barcode_fieldsample;type_sample;latitude;longitude;habitattype;sampling_date;hab_code;hab_name
MFD10159;MFD10159;soil;56.23051243;10.54380534;natural_soil;15-06-2022;6230;Surt overdrev
MFD10162;MFD10162;Soil;56.18294096;10.18641151;natural_soil;16-06-2022;9100;Skov
MFD10165;MFD10165;Soil;56.14252552;10.16921195;natural_soil;09-06-2022;9100;Skov
MFD10166;MFD10166;soil;56.23404223;10.54330798;natural_soil;15-06-2022;2;ikke habitatnatur
MFD10167;MFD10167;soil;56.2250341;10.55349249;natural_soil;15-06-2022;6230;Surt overdrev
MFD10168;MFD10168;Soil;56.18298507;10.18591466;natural_soil;16-06-2022;9100;Skov
MFD10169;MFD10169;Soil;56.19953498;10.2030828;natural_soil;15-06-2022;9100;Skov
MFD10175;MFD10175;soil;56.22322558;10.56536071;natural_soil;15-06-2022;2;ikke habitatnatur
MFD10178;MFD10178;soil;56.20195795;10.54545762;natural_soil;13-06-2022;6230;Surt overdrev
MFD10179;MFD10179;Soil;56.124432;10.144172;natural_soil;09-06-2022;9100;Skov
MFD10182;MFD10182;Soil;56.142314;10.174542;natural_soil;09-06-2022;9100;Skov
MFD10183;MFD10183;Soil;56.17316997;10.14250514;natural_soil;14-06-2022;9100;Skov
MFD10184;MFD10184;Soil;56.14277481;10.16475632;natural_soil;09-06-2022;9100;Skov
MFD10186;MFD10186;soil;56.20715887;10.52804241;natural_soil;13-06-2022;6230;Surt overdrev
MFD10187;MFD10187;Soil;56.14331196;10.17467934;natural_soil;09-06-2022;9100;Skov
MFD10188;MFD10188;Soil;56.17323011;10.14366519;natural_soil;14-06-2022;9100;Skov
MFD10190;MFD10190;soil;56.20691096;10.54857743;natural_soil;13-06-2022;6200;Overdrev
MFD10193;MFD10193;Soil;56.11041365;10.19157388;natural_soil;08-06-2022;9100;Skov
MFD10194;MFD10194;soil;56.20231674;10.54581296;natural_soil;13-06-2022;6230;Surt overdrev
MFD10196;MFD10716;soil;56.22551513;10.54720237;natural_soil;15-06-2022;6230;Surt overdrev
MFD10197;MFD10197;Soil;56.13959496;10.15601176;natural_soil;14-06-2022;9100;Skov
MFD10199;MFD10673;soil;56.23330936;10.54270592;natural_soil;15-06-2022;2;ikke habitatnatur
MFD10200;MFD10610;Soil;56.15008305;10.14436582;natural_soil;14-06-2022;9100;Skov
MFD10202;MFD10708;soil;56.22486877;10.55391915;natural_soil;15-06-2022;6230;Surt overdrev
MFD10203;MFD10655;Soil;56.14849775;10.14312079;natural_soil;14-06-2022;9100;Skov
MFD10204;MFD10685;soil;56.22542331;10.54601377;natural_soil;15-06-2022;6230;Surt overdrev
MFD10205;MFD10629;Soil;56.17028145;10.12641178;natural_soil;14-06-2022;9100;Skov
MFD10207;MFD10663;Soil;56.16926424;10.12092978;natural_soil;14-06-2022;9100;Skov
MFD10208;MFD10704;Soil;56.18193744;10.15475498;natural_soil;14-06-2022;9100;Skov
MFD10209;MFD10691;soil;56.22294085;10.54795576;natural_soil;15-06-2022;6230;Surt overdrev
MFD10210;MFD10630;Soil;56.22569816;10.17684123;natural_soil;15-06-2022;9100;Skov
MFD10212;MFD10617;Soil;56.21196446;10.22226031;natural_soil;15-06-2022;9100;Skov
MFD10214;MFD10665;soil;56.22301849;10.54763356;natural_soil;15-06-2022;6230;Surt overdrev
MFD10215;MFD10646;Soil;56.21296933;10.18355781;natural_soil;15-06-2022;9100;Skov
MFD10216;MFD10614;Soil;56.2252722;10.17391554;natural_soil;15-06-2022;9100;Skov
MFD10217;MFD10692;soil;56.22125565;10.53622484;natural_soil;15-06-2022;2;ikke habitatnatur
MFD10218;MFD10637;Soil;56.21244938;10.22141132;natural_soil;15-06-2022;9100;Skov
MFD10219;MFD10695;Soil;56.2127117;10.22006179;natural_soil;15-06-2022;9100;Skov
MFD10220;MFD10627;Soil;56.13929918;10.15552805;natural_soil;14-06-2022;9100;Skov
MFD10221;MFD10680;soil;56.22321556;10.54715779;natural_soil;15-06-2022;6230;Surt overdrev
MFD10223;MFD10670;soil;56.22157442;10.5378796;natural_soil;15-06-2022;6230;Surt overdrev
MFD10226;MFD10628;Soil;56.21274601;10.18408428;natural_soil;15-06-2022;9100;Skov
MFD10227;MFD10666;Soil;56.22454744;10.17287591;natural_soil;15-06-2022;9100;Skov
MFD10228;MFD10687;Soil;56.18485117;10.18022144;natural_soil;16-06-2022;9100;Skov
MFD10229;MFD10619;Soil;56.20821376;10.16782991;natural_soil;15-06-2022;9100;Skov
MFD10231;MFD10717;Sediment;56.18234718;10.18689174;natural_soil;16-06-2022;3100;Sø
MFD10232;MFD10642;Soil;56.13386154;10.15132273;natural_soil;09-06-2022;9100;Skov
MFD10233;MFD10700;soil;56.23319112;10.54296012;natural_soil;15-06-2022;2;ikke habitatnatur
MFD10234;MFD10657;Soil;56.14186762;10.17044242;natural_soil;09-06-2022;9100;Skov
MFD10236;MFD10633;Soil;56.12440864;10.14569204;natural_soil;09-06-2022;9100;Skov
MFD10237;MFD10623;soil;56.20850204;10.52799974;natural_soil;13-06-2022;6200;Overdrev
MFD10238;MFD10653;Soil;56.22431897;10.17289779;natural_soil;15-06-2022;9100;Skov
MFD10239;MFD10662;soil;56.19982717;10.52112393;natural_soil;13-06-2022;6230;Surt overdrev
MFD10240;MFD10707;soil;56.20716591;10.54909759;natural_soil;13-06-2022;6200;Overdrev
MFD10243;MFD10656;Soil;56.1237621;10.14381636;natural_soil;09-06-2022;9100;Skov
MFD10247;MFD10682;Soil;56.12785079;10.13514796;natural_soil;08-06-2022;9100;Skov
MFD10249;MFD10613;Soil;56.12780708;10.13419081;natural_soil;08-06-2022;9100;Skov
MFD10251;MFD10654;Soil;56.13475337;10.13153702;natural_soil;08-06-2022;9100;Skov
MFD10252;MFD10675;Soil;56.12749929;10.13392121;natural_soil;08-06-2022;9100;Skov
MFD10257;MFD10647;soil;56.23404231;10.56871397;natural_soil;15-06-2022;6200;Overdrev
MFD10258;MFD10711;soil;56.20884518;10.52845752;natural_soil;13-06-2022;6200;Overdrev
MFD10261;MFD10616;Soil;56.14330424;10.1739949;natural_soil;09-06-2022;9100;Skov
MFD10262;MFD10625;Soil;56.13494796;10.13082882;natural_soil;08-06-2022;9130;Bøg på muld
MFD10264;MFD10664;soil;56.20239363;10.5461027;natural_soil;13-06-2022;6230;Surt overdrev
MFD10265;MFD10671;Soil;56.14120415;10.15921371;natural_soil;09-06-2022;9100;Skov
MFD10267;MFD10639;soil;56.20608911;10.54528911;natural_soil;13-06-2022;6200;Overdrev
MFD10268;MFD10658;Soil;56.08099076;10.13401571;natural_soil;08-06-2022;9100;Skov
MFD10269;MFD10705;Soil;56.14250254;10.16046294;natural_soil;09-06-2022;9100;Skov
MFD10271;MFD10697;Soil;56.08082223;10.13437203;natural_soil;08-06-2022;9100;Skov
MFD10272;MFD10612;Soil;56.13387104;10.15340772;natural_soil;09-06-2022;9100;Skov
MFD10273;MFD10677;Soil;56.10195048;10.11319335;natural_soil;08-06-2022;9100;Skov
MFD10274;MFD10622;Soil;56.10984856;10.19101601;natural_soil;08-06-2022;9100;Skov
MFD10276;MFD10634;Soil;56.09952564;10.11808693;natural_soil;08-06-2022;9100;Skov
MFD10371;MFD10678;Soil;56.13373937;10.14912664;natural_soil;09-06-2022;9100;Skov
MFD10372;MFD10674;Soil;56.20839457;10.16757306;natural_soil;15-06-2022;9100;Skov
MFD10373;MFD10652;Soil;56.08744457;10.15141698;natural_soil;08-06-2022;9100;Skov
MFD10375;MFD10667;soil;56.20843602;10.52740436;natural_soil;13-06-2022;6200;Overdrev
MFD10376;MFD10618;Soil;56.14131592;10.15958007;natural_soil;09-06-2022;9100;Skov
MFD10378;MFD10672;soil;56.20601803;10.54571698;natural_soil;13-06-2022;6200;Overdrev
MFD10380;MFD10686;Soil;56.20022621;10.20377586;natural_soil;15-06-2022;9100;Skov
MFD10381;MFD10644;soil;56.20714123;10.52721153;natural_soil;13-06-2022;2;ikke habitatnatur
MFD10382;MFD10698;Soil;56.21248888;10.18580137;natural_soil;15-06-2022;9100;Skov
MFD10384;MFD10640;Soil;56.10230124;10.11291077;natural_soil;08-06-2022;9100;Skov
MFD10385;MFD10668;Soil;56.14148306;10.15824278;natural_soil;09-06-2022;9100;Skov
MFD10386;MFD10621;Soil;56.20844223;10.16653808;natural_soil;15-06-2022;9100;Skov
MFD10387;MFD10683;soil;56.20695471;10.54896474;natural_soil;13-06-2022;6200;Overdrev
MFD10388;MFD10645;soil;56.20608264;10.54504904;natural_soil;13-06-2022;6200;Overdrev
MFD10389;MFD10626;Soil;56.14138077;10.16581948;natural_soil;09-06-2022;9100;Skov
MFD10390;MFD10636;Soil;56.08725034;10.15287519;natural_soil;08-06-2022;9100;Skov
MFD10392;MFD10669;soil;56.22343767;10.5469609;natural_soil;15-06-2022;6230;Surt overdrev
MFD10393;MFD10661;soil;56.20721737;10.52857852;natural_soil;13-06-2022;2;ikke habitatnatur
MFD10394;MFD10651;Soil;56.10991221;10.19247915;natural_soil;08-06-2022;9100;Skov
MFD10395;MFD10635;Soil;56.08123103;10.13514642;natural_soil;08-06-2022;9100;Skov
MFD10398;MFD10709;Soil;56.14157682;10.16449741;natural_soil;09-06-2022;9100;Skov
MFD10399;MFD10607;Soil;56.09928107;10.11753259;natural_soil;08-06-2022;9100;Skov
MFD10400;MFD10620;Soil;56.08725937;10.15191401;natural_soil;08-06-2022;9100;Skov
MFD10401;MFD10681;Soil;56.1023477;10.11350211;natural_soil;08-06-2022;9100;Skov
MFD10402;MFD10688;Soil;56.09951198;10.12119753;natural_soil;08-06-2022;9100;Skov
MFD10403;MFD10679;Soil;56.13443075;10.13168046;natural_soil;08-06-2022;9100;Skov
MFD6609;MFD6609;soil;56.23154404;10.57174294;natural_soil;16-07-2021;6230;Surt overdrev
MFD10164;MFD13967;soil;55.89473606;11.58710024;natural_soil;17-09-2022;6400;Eng
MFD10158;MFD13968;soil;55.89489009;11.60058431;natural_soil;17-09-2022;6400;Eng
MFD10161;MFD13969;soil;55.75392207;12.20709499;natural_soil;18-09-2022;6400;Eng
MFD10163;MFD13966;soil;56.03155288;12.11308145;natural_soil;18-09-2022;6400;Eng
MFD10253;MFD13972;soil;56.03388188;12.21482794;natural_soil;18-09-2022;6400;Eng
MFD10377;MFD13970;soil;56.05595128;12.35389634;natural_soil;18-09-2022;6400;Eng
MFD10115;MFD13965;soil;55.27583141;10.29472462;natural_soil;21-09-2022;6400;Eng
MFD10123;MFD13964;soil;54.97765516;10.77732668;natural_soil;21-09-2022;6400;Eng
MFD10383;MFD13973;soil;55.14074496;8.7823295;natural_soil;28-09-2022;6400;Eng
MFG10259;MFD13971;soil;55.67844967;11.58342599;natural_soil;02-10-2022;6400;Eng
