study	submitted_id	internal_lib_name	genome_acc	wgs_acc	biosample	ncbi_taxonomy
PRJNA1071982	MFD04785_ilm_asm_bin6	LIB-MJ191-F5_04.6	GCA_049590255.1	JBAWCM000000000	SAMN40008868	Terrimicrobiaceae bacterium
PRJNA1071982	MFD01900_ilm_asm_bin12	LIB-MJ259-D7_04.12	GCA_049581125.1	JBAURH000000000	SAMN40009560	Terrimicrobiaceae bacterium
PRJNA1071982	MFD01860_ilm_asm_bin13	LIB-MJ256-D9_03.13	GCA_049582125.1	JBAUTJ000000000	SAMN40009506	Terrimicrobiaceae bacterium
PRJNA1071982	MFD04791_ilm_asm_bin9	LIB-MJ197-F8_03_v_LIB-MJ415-B9_04.9	GCA_049579425.1	JBAUNW000000000	SAMN40009025	Terrimicrobiaceae bacterium
PRJNA1071982	MFD05063_ilm_asm_bin5	LIB-MJ200-A6_04.5	GCA_049578565.1	JBAUMD000000000	SAMN40009070	Terrimicrobiaceae bacterium
PRJNA1071982	MFD02315_ilm_asm_bin17	LIB-MJ093-A1_02.17	GCA_049281035.1	JBAPRI000000000	SAMN40007862	Terrimicrobiaceae bacterium
PRJNA1071982	MFD13456_ilm_asm_bin1	LIB-MJ413-G11_01.1	GCA_049277295.1	JBASYC000000000	SAMN40012428	Thermacetogeniaceae bacterium
PRJNA1071982	MFD13478_ilm_asm_bin11	LIB-MJ413-G8_01.11	GCA_049276195.1	JBASVZ000000000	SAMN40012483	Thermacetogeniaceae bacterium
PRJNA1071982	MFD13455_ilm_asm_bin13	LIB-MJ413-H11_01.13	GCA_049275295.1	JBASUG000000000	SAMN40012528	Thermacetogeniaceae bacterium
PRJNA1071982	MFD13473_ilm_asm_bin17	LIB-MJ413-D9_01.17	GCA_049653905.1	JBASHE000000000	SAMN40012251	Thermacetogeniaceae bacterium
PRJNA1071982	MFD13457_ilm_asm_bin32	LIB-MJ413-F11_01.32	GCA_049652045.1	JBASDG000000000	SAMN40012355	Thermacetogeniaceae bacterium
PRJNA1071982	MFD13480_ilm_asm_bin28	LIB-MJ413-E8_01.28	GCA_049652725.1	JBASES000000000	SAMN40012317	Thermacetogeniaceae bacterium
PRJNA1071982	MFD13460_ilm_asm_bin10	LIB-MJ413-C11_01.10	GCA_049656365.1	JBASLN000000000	SAMN40012138	Thermacetogeniaceae bacterium
PRJNA1071982	MFD13475_ilm_asm_bin12	LIB-MJ413-B9_01.12	GCA_049656765.1	JBASMH000000000	SAMN40012118	Thermacetogeniaceae bacterium
PRJNA1071982	MFD08296_ilm_asm_bin17	LIB-MJ228-A6_01.17	GCA_049587175.1	JBAVDL000000000	SAMN40009249	Thermoactinomyces sp.
PRJNA1071982	MFD08323_ilm_asm_bin6	LIB-MJ217-H3_03.6	GCA_049588315.1	JBAVFP000000000	SAMN40009193	Thermoactinomyces sp.
PRJNA1071982	MFD10196_ilm_asm_bin24	LIB-MJ283-A1_04_v_LIB-MJ415-A6_04.24	GCA_049684215.1	JBAVFS000000000	SAMN40009684	Thermoanaerobaculia bacterium
PRJNA1071982	MFD12939_ilm_asm_bin27	LIB-MJ381-C4_02.27	GCA_049678325.1	JBAUDX000000000	SAMN40011307	Thermoanaerobaculia bacterium
PRJNA1071982	MFD13100_ilm_asm_bin9	LIB-MJ381-D10_02.9	GCA_049678185.1	JBAUDS000000000	SAMN40011312	Thermoanaerobaculia bacterium
PRJNA1071982	MFD12934_ilm_asm_bin30	LIB-MJ380-C1_03.30	GCA_049679045.1	JBAUFH000000000	SAMN40011271	Thermoanaerobaculia bacterium
PRJNA1071982	MFD13117_ilm_asm_bin19	LIB-MJ383-C9_01.19	GCA_049677285.1	JBAUBZ000000000	SAMN40011357	Thermoanaerobaculia bacterium
PRJNA1071982	MFD13180_ilm_asm_bin7	LIB-MJ386-E9_04.7	GCA_049671925.1	JBATVR000000000	SAMN40011521	Thermoanaerobaculia bacterium
PRJNA1071982	MFD12941_ilm_asm_bin22	LIB-MJ385-C1_04.22	GCA_049674085.1	JBATYM000000000	SAMN40011448	Thermoanaerobaculia bacterium
PRJNA1071982	MFD13001_ilm_asm_bin13	LIB-MJ384-G5_01.13	GCA_049674505.1	JBATZF000000000	SAMN40011429	Thermoanaerobaculia bacterium
PRJNA1071982	MFD12938_ilm_asm_bin22	LIB-MJ385-A5_04.22	GCA_049674325.1	JBATYX000000000	SAMN40011437	Thermoanaerobaculia bacterium
PRJNA1071982	MFD12961_ilm_asm_bin18	LIB-MJ386-H9_04.18	GCA_049671105.1	JBATUK000000000	SAMN40011554	Thermoanaerobaculia bacterium
PRJNA1071982	MFD12956_ilm_asm_bin6	LIB-MJ387-E8_01.6	GCA_049670325.1	JBATTC000000000	SAMN40011588	Thermoanaerobaculia bacterium
PRJNA1071982	MFD13193_ilm_asm_bin25	LIB-MJ387-B3_01.25	GCA_049670785.1	JBATTV000000000	SAMN40011569	Thermoanaerobaculia bacterium
PRJNA1071982	MFD10197_ilm_asm_bin16	LIB-MJ283-B1_04_v_LIB-MJ415-B6_04.16	GCA_049669655.1	JBATKR000000000	SAMN40009701	Thermoanaerobaculia bacterium
PRJNA1071982	MFD10224_ilm_asm_bin14	LIB-MJ283-G4_04.14	GCA_049667925.1	JBATIT000000000	SAMN40009751	Thermoanaerobaculia bacterium
PRJNA1071982	MFD10248_ilm_asm_bin11	LIB-MJ283-G7_04.11	GCA_049667745.1	JBATIO000000000	SAMN40009756	Thermoanaerobaculia bacterium
PRJNA1071982	MFD10222_ilm_asm_bin24	LIB-MJ283-E4_04.24	GCA_049668425.1	JBATJJ000000000	SAMN40009735	Thermoanaerobaculia bacterium
PRJNA1071982	MFD10228_ilm_asm_bin5	LIB-MJ283-C5_04.5	GCA_049668665.1	JBATJT000000000	SAMN40009725	Thermoanaerobaculia bacterium
PRJNA1071982	MFD10257_ilm_asm_bin37	LIB-MJ283-H8_04.37	GCA_049667145.1	JBATHU000000000	SAMN40009776	Thermoanaerobaculia bacterium
PRJNA1071982	MFD10344_ilm_asm_bin9	LIB-MJ284-G8_03.9	GCA_049665085.1	JBATFV000000000	SAMN40009827	Thermoanaerobaculia bacterium
PRJNA1071982	MFD10296_ilm_asm_bin18	LIB-MJ284-E2_03.18	GCA_049665825.1	JBATGN000000000	SAMN40009809	Thermoanaerobaculia bacterium
PRJNA1071982	MFD10303_ilm_asm_bin18	LIB-MJ284-E3_03.18	GCA_049665705.1	JBATGK000000000	SAMN40009812	Thermoanaerobaculia bacterium
PRJNA1071982	MFD10348_ilm_asm_bin17	LIB-MJ284-C9_03.17	GCA_049666165.1	JBATGW000000000	SAMN40009800	Thermoanaerobaculia bacterium
PRJNA1071982	MFD10345_ilm_asm_bin8	LIB-MJ284-H8_03.8	GCA_049664225.1	JBATEX000000000	SAMN40009851	Thermoanaerobaculia bacterium
PRJNA1071982	MFD10337_ilm_asm_bin21	LIB-MJ284-H7_03.21	GCA_049664405.1	JBATFD000000000	SAMN40009845	Thermoanaerobaculia bacterium
PRJNA1071982	MFD13194_ilm_asm_bin12	LIB-MJ389-C4_03.12	GCA_049648285.1	JBARYU000000000	SAMN40011707	Thermoanaerobaculia bacterium
PRJNA1071982	MFD02237_ilm_asm_bin7	LIB-MJ256-G6_03.7	GCA_049581965.1	JBAUSZ000000000	SAMN40009516	Thermoanaerobaculia bacterium
PRJNA1071982	MFD01439_ilm_asm_bin18	LIB-MJ231-E10_04.18	GCA_049586115.1	JBAVBF000000000	SAMN40009307	Thermoanaerobaculia bacterium
PRJNA1071982	MFD01713_ilm_asm_bin4	LIB-MJ195-G4_01.4	GCA_049580305.1	JBAUPR000000000	SAMN40008978	Thermoanaerobaculia bacterium
PRJNA1071982	MFD13520_ilm_asm_bin14	LIB-MJ414-G10_03.14	GCA_049273755.1	JBASRI000000000	SAMN40012604	Thermoanaerobaculia bacterium
PRJNA1071982	MFD00413_ilm_asm_bin5	LIB-MJ054-A5_03.5	GCA_049284515.1	JBAPYB000000000	SAMN40007687	Thermoanaerobaculia bacterium
PRJNA1071982	MFD12012_ilm_asm_bin17	LIB-MJ334-D11_01.17	GCA_049298815.1	JBAQWH000000000	SAMN40010449	Thermoanaerobaculia bacterium
PRJNA1071982	MFD12058_ilm_asm_bin5	LIB-MJ335-A6_02.5	GCA_049303155.1	JBAQMW000000000	SAMN40010695	Thermodesulfobacteriota bacterium
PRJNA1071982	MFD12180_ilm_asm_bin10	LIB-MJ389-B4_03.10	GCA_049649095.1	JBARZB000000000	SAMN40011700	Thermodesulfobacteriota bacterium
PRJNA1071982	MFD12133_ilm_asm_bin14	LIB-MJ389-F9_03.14	GCA_049647045.1	JBARWX000000000	SAMN40011756	Thermodesulfobacteriota bacterium
PRJNA1071982	MFD12134_ilm_asm_bin4	LIB-MJ390-G1_03.4	GCA_049642505.1	JBAROX000000000	SAMN40011964	Thermodesulfobacteriota bacterium
PRJNA1071982	MFD06953_ilm_asm_bin13	LIB-MJ282-D4_03.13	GCA_049684675.1	JBAVGF000000000	SAMN40009671	Thermodesulfobacteriota bacterium
PRJNA1071982	MFD09513_ilm_asm_bin6	LIB-MJ354-A7_04_v_LIB-MJ403-A4_03.6	GCA_049682815.1	JBAUII000000000	SAMN40011192	Thermodesulfobacteriota bacterium
PRJNA1071982	MFD05764_ilm_asm_bin288	LIB-MJ352-E7_03_v_LIB-MJ368-E7_01.288	GCA_049792855.1	JBARBH000000000	SAMN40011118	Thermodesulfobacteriota bacterium
PRJNA1071982	MFD06487_ilm_asm_bin9	LIB-MJ341-E6_02_v_LIB-MJ367-E6_04.9	GCA_049799315.1	JBARHQ000000000	SAMN40010953	Thermodesulfovibrionales bacterium
PRJNA1071982	MFD12052_ilm_asm_bin4	LIB-MJ335-C5_02.4	GCA_049302065.1	JBAQLU000000000	SAMN40010723	Thermodesulfovibrionales bacterium
PRJNA1071982	MFD12052_ilm_asm_bin15	LIB-MJ335-C5_02.15	GCA_049302185.1	JBAQLV000000000	SAMN40010722	Thermodesulfovibrionales bacterium
PRJNA1071982	MFD12017_ilm_asm_bin14	LIB-MJ334-A12_01.14	GCA_049286805.1	JBAQEP000000000	SAMN40010310	Thermodesulfovibrionales bacterium
PRJNA1071982	MFD13492_ilm_asm_bin41	LIB-MJ413-A7_01.41	GCA_049659385.1	JBASPQ000000000	SAMN40012031	Thermogutta sp.
PRJNA1071982	MFD02961_ilm_asm_bin64	LIB-MJ263-D4_04.64	GCA_049686355.1	JBAVHZ000000000	SAMN40009625	Thermoguttaceae bacterium
PRJNA1071982	MFD02138_ilm_asm_bin63	LIB-MJ259-G6_04.63	GCA_049580785.1	JBAUQP000000000	SAMN40009578	Thermoguttaceae bacterium
PRJNA1071982	MFD01112_ilm_asm_bin8	LIB-MJ306-H8_01.8	GCA_049288135.1	JBAQHD000000000	SAMN40010244	Thermoguttaceae bacterium
PRJNA1071982	MFD12188_ilm_asm_bin23	LIB-MJ389-G10_03.23	GCA_049646985.1	JBARWT000000000	SAMN40011760	Thermomicrobiales bacterium
PRJNA1071982	MFD12187_ilm_asm_bin18	LIB-MJ389-G6_03.18	GCA_049646645.1	JBARWF000000000	SAMN40011774	Thermomicrobiales bacterium
PRJNA1071982	MFD13429_ilm_asm_bin24	LIB-MJ390-H8_03.24	GCA_049642045.1	JBAROJ000000000	SAMN40011978	Thermoplasmata archaeon
PRJNA1071982	MFD13432_ilm_asm_bin16	LIB-MJ390-E8_03.16	GCA_049643585.1	JBARQG000000000	SAMN40011929	Thermoplasmata archaeon
PRJNA1071982	MFD10988_ilm_asm_bin26	LIB-MJ383-H6_01.26	GCA_049675445.1	JBAUAF000000000	SAMN40011403	Thermoplasmata archaeon
PRJNA1071982	MFD10734_ilm_asm_bin74	LIB-MJ383-H10_01.74	GCA_049675585.1	JBAUAJ000000000	SAMN40011399	Thermoplasmata archaeon
PRJNA1071982	MFD10772_ilm_asm_bin53	LIB-MJ354-H3_04_v_LIB-MJ367-H3_04.53	GCA_049679405.1	JBAUFX000000000	SAMN40011255	Thermoplasmata archaeon
PRJNA1071982	MFD06470_ilm_asm_bin19	LIB-MJ341-D9_02_v_LIB-MJ406-B4_04.19	GCA_049799475.1	JBARHY000000000	SAMN40010945	Thermoplasmata archaeon
PRJNA1071982	MFD06650_ilm_asm_bin24	LIB-MJ339-H11_03_v_LIB-MJ405-E5_01.24	GCA_049800095.1	JBARJD000000000	SAMN40010914	Thermoplasmata archaeon
PRJNA1071982	MFD06228_ilm_asm_bin8	LIB-MJ341-E8_02_v_LIB-MJ406-D3_04.8	GCA_049799275.1	JBARHO000000000	SAMN40010955	Thermoplasmata archaeon
PRJNA1071982	MFD06118_ilm_asm_bin36	LIB-MJ337-C9_03.36	GCA_049802875.1	JBARNH000000000	SAMN40010806	Thermoplasmata archaeon
PRJNA1071982	MFD06650_ilm_asm_bin18	LIB-MJ339-H11_03_v_LIB-MJ405-E5_01.18	GCA_049800175.1	JBARJH000000000	SAMN40010910	Thermoplasmata archaeon
PRJNA1071982	MFD09440_ilm_asm_bin29	LIB-MJ195-F6_01.29	GCA_049580405.1	JBAUPW000000000	SAMN40008973	Thermoplasmata archaeon
PRJNA1071982	MFD09680_ilm_asm_bin5	LIB-MJ196-E11_02.5	GCA_049579845.1	JBAUOR000000000	SAMN40009004	Thermoplasmata archaeon
PRJNA1071982	MFD09265_ilm_asm_bin59	LIB-MJ250-F2_04_v_LIB-MJ365-F2_03.59	GCA_049585415.1	JBAUZT000000000	SAMN40009342	Thermoplasmata archaeon
PRJNA1071982	MFD09209_ilm_asm_bin22	LIB-MJ250-H10_04.22	GCA_049585255.1	JBAUZL000000000	SAMN40009349	Thermoplasmata archaeon
PRJNA1071982	MFD09281_ilm_asm_bin15	LIB-MJ250-D5_04_v_LIB-MJ365-D5_03.15	GCA_049585655.1	JBAVAJ000000000	SAMN40009329	Thermoplasmata archaeon
PRJNA1071982	MFD09281_ilm_asm_bin60	LIB-MJ250-D5_04_v_LIB-MJ365-D5_03.60	GCA_049585555.1	JBAVAD000000000	SAMN40009334	Thermoplasmata archaeon
PRJNA1071982	MFD09281_ilm_asm_bin22	LIB-MJ250-D5_04_v_LIB-MJ365-D5_03.22	GCA_049585615.1	JBAVAH000000000	SAMN40009331	Thermoplasmata archaeon
PRJNA1071982	MFD09282_ilm_asm_bin3	LIB-MJ252-G3_02.3	GCA_049584295.1	JBAUXN000000000	SAMN40009398	Thermoplasmata archaeon
PRJNA1071982	MFD09225_ilm_asm_bin3	LIB-MJ254-E10_02.3	GCA_049583835.1	JBAUWP000000000	SAMN40009422	Thermoplasmata archaeon
PRJNA1071982	MFD09290_ilm_asm_bin4	LIB-MJ251-G11_04_v_LIB-MJ409-D8_01.4	GCA_049584655.1	JBAUYF000000000	SAMN40009380	Thermoplasmata archaeon
PRJNA1071982	MFD09222_ilm_asm_bin62	LIB-MJ259-B6_04.62	GCA_049581265.1	JBAURQ000000000	SAMN40009551	Thermoplasmata archaeon
PRJNA1071982	MFD09222_ilm_asm_bin54	LIB-MJ259-B6_04.54	GCA_049581325.1	JBAURT000000000	SAMN40009548	Thermoplasmata archaeon
PRJNA1071982	MFD09361_ilm_asm_bin6	LIB-MJ254-F9_02.6	GCA_049583385.1	JBAUVU000000000	SAMN40009443	Thermoplasmata archaeon
PRJNA1071982	MFD09357_ilm_asm_bin24	LIB-MJ255-C4_02_v_LIB-MJ405-B9_01.24	GCA_049582925.1	JBAUUX000000000	SAMN40009466	Thermoplasmata archaeon
PRJNA1071982	MFD09264_ilm_asm_bin34	LIB-MJ256-B4_03.34	GCA_049582265.1	JBAUTP000000000	SAMN40009500	Thermoplasmata archaeon
PRJNA1071982	MFD04492_ilm_asm_bin13	LIB-MJ227-E5_02.13	GCA_049587535.1	JBAVED000000000	SAMN40009231	Thermoplasmata archaeon
PRJNA1071982	MFD05722_ilm_asm_bin29	LIB-MJ177-D8_03.29	GCA_049591535.1	JBAWFC000000000	SAMN40008800	Thermoplasmata archaeon
PRJNA1071982	MFD00144_ilm_asm_bin23	LIB-MJ050-C7_02.23	GCA_049285595.1	JBAQAF000000000	SAMN40007631	Thermoplasmata archaeon
PRJNA1071982	MFD03329_ilm_asm_bin13	LIB-MJ105-F11_01.13	GCA_049280115.1	JBAPPM000000000	SAMN40007910	Thermoplasmata archaeon
PRJNA1071982	MFD03335_ilm_asm_bin4	LIB-MJ105-C8_01_v_LIB-MJ367-C8_04.4	GCA_049280255.1	JBAPPT000000000	SAMN40007903	Thermoplasmata archaeon
PRJNA1071982	MFD03335_ilm_asm_bin13	LIB-MJ105-C8_01_v_LIB-MJ367-C8_04.13	GCA_049280295.1	JBAPPW000000000	SAMN40007900	Thermoplasmata archaeon
PRJNA1071982	MFD06594_ilm_asm_bin23	LIB-MJ336-F7_02.23	GCA_049300255.1	JBAQJJ000000000	SAMN40010786	Thermoplasmata archaeon
PRJNA1071982	MFD13565_ilm_asm_bin2	LIB-MJ414-B5_03.2	GCA_049273895.1	JBASRQ000000000	SAMN40012596	Thermoplasmata archaeon
PRJNA1071982	MFD03325_ilm_asm_bin5	LIB-MJ106-G1_01_v_LIB-MJ368-G1_04.5	GCA_049279275.1	JBAPNT000000000	SAMN40007955	Thermoplasmata archaeon
PRJNA1071982	MFD03026_ilm_asm_bin6	LIB-MJ137-G8_02.6	GCA_049694615.1	JBAVRC000000000	SAMN40008530	Thermosynechococcaceae cyanobacterium
PRJNA1071982	MFD12179_ilm_asm_bin10	LIB-MJ387-H10_01.10	GCA_049683515.1	JBAUJD000000000	SAMN40011606	Thermosynechococcaceae cyanobacterium
PRJNA1071982	MFD13481_ilm_asm_bin41	LIB-MJ413-D8_01.41	GCA_049654065.1	JBASHM000000000	SAMN40012243	Thermotogota bacterium
PRJNA1071982	MFD13481_ilm_asm_bin18	LIB-MJ413-D8_01.18	GCA_049654245.1	JBASHV000000000	SAMN40012234	Thermovirgaceae bacterium
PRJNA1071982	MFD10553_ilm_asm_bin27	LIB-MJ334-G1_01.27	GCA_049295795.1	JBAQRG000000000	SAMN40010580	Thermovirgaceae bacterium
PRJNA1071982	MFD04234_ilm_asm_bin18	LIB-MJ174-H2_01_v_LIB-MJ407-G8_04.18	GCA_049592895.1	JBAWGM000000000	SAMN40008764	Thiobacillaceae bacterium
PRJNA1071982	MFD01066_ilm_asm_bin15	LIB-MJ256-H4_03.15	GCA_049581945.1	JBAUSY000000000	SAMN40009517	Thiobacillaceae bacterium
PRJNA1071982	MFD05637_ilm_asm_bin14	LIB-MJ199-H7_04.14	GCA_049578545.1	JBAUMF000000000	SAMN40009068	Thiobacillaceae bacterium
PRJNA1071982	MFD04286_ilm_asm_bin32	LIB-MJ226-B8_01.32	GCA_049588075.1	JBAVFD000000000	SAMN40009205	Thiobacillus sp.
PRJNA1071982	MFD01637_ilm_asm_bin4	LIB-MJ130-F9_01.4	GCA_049697615.1	JBAVWB000000000	SAMN40008401	Thiobacillus sp.
PRJNA1071982	MFD12027_ilm_asm_bin3	LIB-MJ335-H1_02.3	GCA_049301235.1	JBAQKS000000000	SAMN40010751	Thiobacillus sp.
PRJNA1071982	MFD12053_ilm_asm_bin2	LIB-MJ335-D5_02.2	GCA_049301755.1	JBAQLJ000000000	SAMN40010734	Thiobacillus sp.
PRJNA1071982	MFD00116_ilm_asm_bin15	LIB-MJ055-G8_04.15	GCA_049283775.1	JBAPWR000000000	SAMN40007723	Thiobacillus sp.
PRJNA1071982	MFD12042_ilm_asm_bin11	LIB-MJ335-A4_02.11	GCA_049303455.1	JBAQND000000000	SAMN40010688	Thiobacillus sp.
PRJNA1071982	MFD10499_ilm_asm_bin7	LIB-MJ305-C6_04.7	GCA_049293595.1	JBATSY000000000	SAMN40009992	Thiofilum sp.
PRJNA1071982	MFD13447_ilm_asm_bin43	LIB-MJ390-F6_03.43	GCA_049643105.1	JBARPM000000000	SAMN40011949	Thiofilum sp.
PRJNA1071982	MFD10320_ilm_asm_bin3	LIB-MJ284-G5_03.3	GCA_049665245.1	JBATFY000000000	SAMN40009824	Thiogranum sp.
PRJNA1071982	MFD10351_ilm_asm_bin14	LIB-MJ284-F9_03.14	GCA_049666785.1	JBATGC000000000	SAMN40009820	Thiogranum sp.
PRJNA1071982	MFD10264_ilm_asm_bin6	LIB-MJ283-G9_04.6	GCA_049667665.1	JBATIJ000000000	SAMN40009761	Thiogranum sp.
PRJNA1071982	MFD10197_ilm_asm_bin19	LIB-MJ283-B1_04_v_LIB-MJ415-B6_04.19	GCA_049669545.1	JBATKQ000000000	SAMN40009702	Thiogranum sp.
PRJNA1071982	MFD01219_ilm_asm_bin20	LIB-MJ091-B7_03.20	GCA_049282235.1	JBAPTQ000000000	SAMN40007802	Thiogranum sp.
PRJNA1071982	MFD10280_ilm_asm_bin12	LIB-MJ283-A12_04_v_LIB-MJ415-C7_04.12	GCA_049670055.1	JBATLE000000000	SAMN40009688	Thiohalocapsa sp.
PRJNA1071982	MFD12163_ilm_asm_bin19	LIB-MJ387-C9_01.19	GCA_049670525.1	JBATTL000000000	SAMN40011579	Thiohalocapsa sp.
PRJNA1071982	MFD10545_ilm_asm_bin32	LIB-MJ305-C12_04.32	GCA_049661425.1	JBATAA000000000	SAMN40009978	Thiolinea sp.
PRJNA1071982	MFD10500_ilm_asm_bin8	LIB-MJ305-D6_04.8	GCA_049292455.1	JBATRF000000000	SAMN40010037	Thiolinea sp.
PRJNA1071982	MFD10494_ilm_asm_bin24	LIB-MJ305-F5_04.24	GCA_049290875.1	JBATOI000000000	SAMN40010112	Thiolinea sp.
PRJNA1071982	MFD01526_ilm_asm_bin24	LIB-MJ256-F9_03.24	GCA_049582025.1	JBAUTC000000000	SAMN40009513	Thiomonas sp.
PRJNA1071982	MFD10508_ilm_asm_bin32	LIB-MJ305-D7_04.32	GCA_049292355.1	JBATRB000000000	SAMN40010041	Thiothrix eikelboomii
PRJNA1071982	MFD12901_ilm_asm_bin16	LIB-MJ413-F6_01.16	GCA_049651685.1	JBASCO000000000	SAMN40012373	Thiothrix litoralis
PRJNA1071982	MFD10268_ilm_asm_bin13	LIB-MJ283-D10_04.13	GCA_049668645.1	JBATJQ000000000	SAMN40009728	Thiothrix litoralis
PRJNA1071982	MFD13486_ilm_asm_bin5	LIB-MJ413-G7_01.5	GCA_049276275.1	JBASWC000000000	SAMN40012480	Tissierellaceae bacterium
PRJNA1071982	MFD13456_ilm_asm_bin11	LIB-MJ413-G11_01.11	GCA_049277255.1	JBASYA000000000	SAMN40012430	Tissierellaceae bacterium
PRJNA1071982	MFD13469_ilm_asm_bin11	LIB-MJ413-H9_01.11	GCA_049274135.1	JBASSB000000000	SAMN40012585	Tissierellaceae bacterium
PRJNA1071982	MFD13485_ilm_asm_bin11	LIB-MJ413-H7_01.11	GCA_049274735.1	JBASTE000000000	SAMN40012556	Tissierellaceae bacterium
PRJNA1071982	MFD13474_ilm_asm_bin9	LIB-MJ413-C9_01.9	GCA_049655465.1	JBASJV000000000	SAMN40012182	Tissierellaceae bacterium
PRJNA1071982	MFD01100_ilm_asm_bin1	LIB-MJ093-F7_02.1	GCA_049280635.1	JBAPQO000000000	SAMN40007882	Trebonia sp.
PRJNA1071982	MFD00272_ilm_asm_bin13	LIB-MJ055-G5_04.13	GCA_049283835.1	JBAPWT000000000	SAMN40007721	Trebonia sp.
PRJNA1071982	MFD00137_ilm_asm_bin11	LIB-MJ051-D8_02.11	GCA_049284815.1	JBAPYQ000000000	SAMN40007672	Trebonia sp.
PRJNA1071982	MFD00312_ilm_asm_bin14	LIB-MJ055-B7_04.14	GCA_049284035.1	JBAPXD000000000	SAMN40007711	Trebonia sp.
PRJNA1071982	MFD00064_ilm_asm_bin26	LIB-MJ054-C9_03.26	GCA_049284455.1	JBAPXY000000000	SAMN40007690	Trebonia sp.
PRJNA1071982	MFD00046_ilm_asm_bin16	LIB-MJ050-C4_02.16	GCA_049285615.1	JBAQAH000000000	SAMN40007629	Trebonia sp.
PRJNA1071982	MFD00325_ilm_asm_bin9	LIB-MJ048-C1_04.9	GCA_049285815.1	JBAQAS000000000	SAMN40007618	Trebonia sp.
PRJNA1071982	MFD00054_ilm_asm_bin10	LIB-MJ050-F2_02.10	GCA_049285275.1	JBAPZN000000000	SAMN40007649	Trebonia sp.
PRJNA1071982	MFD00003_ilm_asm_bin12	LIB-MJ048-A2_04.12	GCA_049285935.1	JBAQAX000000000	SAMN40007613	Trebonia sp.
PRJNA1071982	MFD09329_ilm_asm_bin9	LIB-MJ307-D9_01.9	GCA_049287805.1	JBAQGN000000000	SAMN40010260	Trebonia sp.
PRJNA1071982	MFD10888_ilm_asm_bin30	LIB-MJ383-G7_01.30	GCA_049676095.1	JBAUAU000000000	SAMN40011388	Trebonia sp.
PRJNA1071982	MFD11004_ilm_asm_bin29	LIB-MJ383-E6_01.29	GCA_049676745.1	JBAUBK000000000	SAMN40011372	Trebonia sp.
PRJNA1071982	MFD10661_ilm_asm_bin10	LIB-MJ342-E6_02.10	GCA_049798275.1	JBARGM000000000	SAMN40010983	Trebonia sp.
PRJNA1071982	MFD10685_ilm_asm_bin2	LIB-MJ347-F2_04_v_LIB-MJ368-F2_03.2	GCA_049794275.1	JBARCR000000000	SAMN40011082	Trebonia sp.
PRJNA1071982	MFD06739_ilm_asm_bin18	LIB-MJ347-G8_04_v_LIB-MJ368-G8_03.18	GCA_049794175.1	JBARCO000000000	SAMN40011085	Trebonia sp.
PRJNA1071982	MFD10067_ilm_asm_bin3	LIB-MJ251-F6_04.3	GCA_049584735.1	JBAUYJ000000000	SAMN40009376	Trebonia sp.
PRJNA1071982	MFD05662_ilm_asm_bin12	LIB-MJ177-F5_03.12	GCA_049591275.1	JBAWER000000000	SAMN40008811	Trebonia sp.
PRJNA1071982	MFD12108_ilm_asm_bin27	LIB-MJ413-B1_01.27	GCA_049658025.1	JBASOF000000000	SAMN40012068	Trichlorobacter sp.
PRJNA1071982	MFD10545_ilm_asm_bin14	LIB-MJ305-C12_04.14	GCA_049661395.1	JBATAB000000000	SAMN40009977	Trichococcus flocculiformis
PRJNA1071982	MFD10530_ilm_asm_bin40	LIB-MJ305-B10_04.40	GCA_049662645.1	JBATCA000000000	SAMN40009926	Trichococcus flocculiformis
PRJNA1071982	MFD10535_ilm_asm_bin14	LIB-MJ305-A11_04.14	GCA_049663645.1	JBATDW000000000	SAMN40009878	Trichococcus flocculiformis
PRJNA1071982	MFD10555_ilm_asm_bin13	LIB-MJ334-A2_01.13	GCA_049286725.1	JBAQEL000000000	SAMN40010314	Trichococcus flocculiformis
PRJNA1071982	MFD10528_ilm_asm_bin40	LIB-MJ305-H9_04.40	GCA_049288855.1	JBAQIM000000000	SAMN40010209	Trichococcus flocculiformis
PRJNA1071982	MFD10534_ilm_asm_bin7	LIB-MJ305-H10_04.7	GCA_049289635.1	JBATMC000000000	SAMN40010170	Trichococcus flocculiformis
PRJNA1071982	MFD10503_ilm_asm_bin20	LIB-MJ305-G6_04.20	GCA_049290075.1	JBATMX000000000	SAMN40010149	Trichococcus flocculiformis
PRJNA1071982	MFD10549_ilm_asm_bin19	LIB-MJ334-C1_01.19	GCA_049293635.1	JBAQBO000000000	SAMN40010389	Trichococcus flocculiformis
PRJNA1071982	MFD10507_ilm_asm_bin10	LIB-MJ305-C7_04.10	GCA_049293535.1	JBATSW000000000	SAMN40009994	Trichococcus flocculiformis
PRJNA1071982	MFD10539_ilm_asm_bin15	LIB-MJ305-E11_04.15	GCA_049291935.1	JBATQH000000000	SAMN40010061	Trichococcus flocculiformis
PRJNA1071982	MFD10553_ilm_asm_bin45	LIB-MJ334-G1_01.45	GCA_049295775.1	JBAQRF000000000	SAMN40010581	Trichococcus flocculiformis
PRJNA1071982	MFD10567_ilm_asm_bin9	LIB-MJ334-G3_01.9	GCA_049295495.1	JBAQQT000000000	SAMN40010593	Trichococcus flocculiformis
